"table_catalog","table_schema","table_name","column_name","data_type","numeric_precision","ordinal_position","column_default","is_nullable","description"
kyc_db,public,dealer_exclusion_list,deleted,boolean,,4,,NO,
kyc_db,public,dealer_exclusion_list,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,dealer_exclusion_list,excluded_by,text,,6,,YES,
kyc_db,public,dealer_exclusion_list,dealer_fk,numeric,19,7,,YES,
kyc_db,public,dealer_type,pk,bigint,64,1,,NO,
kyc_db,public,dealer_type,active,boolean,,2,,NO,
kyc_db,public,dealer_type,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,dealer_type,deleted,boolean,,4,,NO,
kyc_db,public,dealer_type,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,dealer_type,code,character varying,,6,,NO,
kyc_db,public,dealer_type,name,character varying,,7,,NO,
kyc_db,public,device,id,bigint,64,1,,NO,
kyc_db,public,device,device_tag,character varying,,2,,NO,
kyc_db,public,device,device_status_fk,bigint,64,3,,NO,
kyc_db,public,device,device_type_fk,bigint,64,4,,NO,
kyc_db,public,device,node_fk,bigint,64,5,,NO,
kyc_db,public,device_activation_data,pk,bigint,64,1,,NO,
kyc_db,public,device_activation_data,active,boolean,,2,,NO,
kyc_db,public,device_activation_data,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_activation_data,deleted,boolean,,4,,NO,
kyc_db,public,device_activation_data,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_activation_data,device_id,character varying,,6,,NO,
kyc_db,public,device_activation_data,outlet_code,character varying,,7,,NO,
kyc_db,public,device_activation_data,prod_backend_service_host_name,character varying,,8,,YES,
kyc_db,public,device_activation_data,prod_backend_service_port,character varying,,9,,YES,
kyc_db,public,device_activation_data,prod_backend_ws_password,character varying,,10,,YES,
kyc_db,public,device_activation_data,prod_backend_ws_username,character varying,,11,,YES,
kyc_db,public,device_activation_data,prod_data_upload_url,character varying,,12,,YES,
kyc_db,public,device_activation_data,prod_enc_service_host_name,character varying,,13,,YES,
kyc_db,public,device_activation_data,prod_enc_service_port,character varying,,14,,YES,
kyc_db,public,device_activation_data,prod_personalization_url,character varying,,15,,YES,
kyc_db,public,device_activation_data,prod_secret_phrase,character varying,,16,,YES,
kyc_db,public,device_activation_data,test_backend_service_host_name,character varying,,17,,YES,
kyc_db,public,device_activation_data,test_backend_service_port,character varying,,18,,YES,
kyc_db,public,device_activation_data,test_backend_ws_password,character varying,,19,,YES,
kyc_db,public,device_activation_data,test_backend_ws_username,character varying,,20,,YES,
kyc_db,public,device_activation_data,test_data_upload_url,character varying,,21,,YES,
kyc_db,public,device_activation_data,test_enc_service_host_name,character varying,,22,,YES,
kyc_db,public,device_activation_data,test_enc_service_port,character varying,,23,,YES,
kyc_db,public,device_activation_data,test_personalization_url,character varying,,24,,YES,
kyc_db,public,device_activation_data,test_secret_phrase,character varying,,25,,YES,
kyc_db,public,device_license_quota,pk,numeric,19,1,,NO,
kyc_db,public,device_license_quota,active,boolean,,2,,NO,
kyc_db,public,device_license_quota,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_license_quota,deleted,boolean,,4,,NO,
kyc_db,public,device_license_quota,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_license_quota,purchase_date,timestamp without time zone,,6,,YES,
kyc_db,public,device_license_quota,purchased_licences,numeric,10,7,,YES,
kyc_db,public,device_owner,pk,bigint,64,1,,NO,
kyc_db,public,device_owner,active,boolean,,2,,NO,
kyc_db,public,device_owner,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_owner,deleted,boolean,,4,,NO,
kyc_db,public,device_owner,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_owner,description,character varying,,6,,YES,
kyc_db,public,device_owner,name,character varying,,7,,YES,
kyc_db,public,device_requisition_approval,pk,numeric,19,1,,NO,
kyc_db,public,device_requisition_approval,active,boolean,,2,,NO,
kyc_db,public,device_requisition_approval,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_requisition_approval,deleted,boolean,,4,,NO,
kyc_db,public,device_requisition_approval,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_requisition_approval,approval_feedback_message,text,,6,,YES,
kyc_db,public,device_requisition_approval,approval_status_enum,text,,7,,YES,
kyc_db,public,device_requisition_approval,approved_by_km_user_fk,numeric,19,8,,YES,
kyc_db,public,device_requisition_approval,device_requisition_request_fk,numeric,19,9,,YES,
kyc_db,public,device_requisition_approval,workflow_fk,numeric,19,10,,YES,
kyc_db,public,device_requisition_request,pk,numeric,19,1,,NO,
kyc_db,public,device_requisition_request,active,boolean,,2,,NO,
kyc_db,public,device_requisition_request,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_requisition_request,deleted,boolean,,4,,NO,
kyc_db,public,device_requisition_request,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_requisition_request,item_count,numeric,10,6,,YES,
kyc_db,public,device_requisition_request,peripheral,boolean,,7,,YES,
kyc_db,public,device_requisition_request,request_description,text,,8,,YES,
kyc_db,public,device_requisition_request,approval_status_enum,text,,9,,YES,
kyc_db,public,device_requisition_request,area_fk,numeric,19,10,,YES,
kyc_db,public,device_requisition_request,kyc_dealer_fk,numeric,19,11,,YES,
kyc_db,public,device_requisition_request,requested_by_km_user_fk,numeric,19,12,,YES,
kyc_db,public,device_requisition_request,workflow_fk,numeric,19,13,,YES,
kyc_db,public,device_specific_setting,pk,bigint,64,1,,NO,
kyc_db,public,device_specific_setting,active,boolean,,2,,NO,
kyc_db,public,device_specific_setting,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_specific_setting,deleted,boolean,,4,,NO,
kyc_db,public,device_specific_setting,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_specific_setting,setting_name,character varying,,6,,NO,
kyc_db,public,device_specific_setting,setting_value,character varying,,7,,YES,
kyc_db,public,device_specific_setting,enrollment_ref_fk,bigint,64,8,,NO,
kyc_db,public,device_status,id,bigint,64,1,,NO,
kyc_db,public,device_status,code,character varying,,2,,NO,
kyc_db,public,device_status,name,character varying,,3,,NO,
kyc_db,public,device_status,remark,character varying,,4,,YES,
kyc_db,public,device_tag_request,pk,bigint,64,1,,NO,
kyc_db,public,device_tag_request,active,boolean,,2,,NO,
kyc_db,public,device_tag_request,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_tag_request,deleted,boolean,,4,,NO,
kyc_db,public,device_tag_request,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_tag_request,app_id,character varying,,6,,YES,
kyc_db,public,device_tag_request,app_version,character varying,,7,,YES,
kyc_db,public,device_tag_request,device_type_enum,character varying,,8,,YES,
kyc_db,public,device_tag_request,kit_tag,character varying,,9,,YES,
kyc_db,public,device_tag_request,requested_device_id,character varying,,10,,YES,
kyc_db,public,device_tag_request,tag_approval_status_enum,character varying,,11,,YES,
kyc_db,public,device_tag_request,tag_request_type_enum,character varying,,12,,YES,
kyc_db,public,device_tag_request,kyc_dealer_fk,bigint,64,13,,YES,
kyc_db,public,device_tag_request,device_type_fk,bigint,64,14,,YES,
kyc_db,public,device_tag_request,enrollment_ref_fk,bigint,64,15,,YES,
kyc_db,public,device_tag_request,lga_fk,bigint,64,16,,YES,
kyc_db,public,device_tag_request,requested_by_km_user_fk,bigint,64,17,,YES,
kyc_db,public,device_tag_request,workflow_fk,bigint,64,18,,YES,
kyc_db,public,device_tag_request_approval,pk,bigint,64,1,,NO,
kyc_db,public,device_tag_request_approval,active,boolean,,2,,NO,
kyc_db,public,device_tag_request_approval,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,device_tag_request_approval,deleted,boolean,,4,,NO,
kyc_db,public,device_tag_request_approval,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,device_tag_request_approval,approval_feedback_message,character varying,,6,,YES,
kyc_db,public,device_tag_request_approval,tag_approval_status_enum,character varying,,7,,YES,
kyc_db,public,device_tag_request_approval,approved_by_km_user_fk,bigint,64,8,,YES,
kyc_db,public,device_tag_request_approval,device_tag_request_fk,bigint,64,9,,YES,
kyc_db,public,device_tag_request_approval,workflow_fk,bigint,64,10,,YES,
kyc_db,public,device_tag_request_ext,agent_bvn,character varying,,1,,YES,
kyc_db,public,device_tag_request_ext,agent_email,character varying,,2,,YES,
kyc_db,public,device_tag_request_ext,agent_firstname,character varying,,3,,YES,
kyc_db,public,device_tag_request_ext,agent_lastname,character varying,,4,,YES,
kyc_db,public,device_tag_request_ext,agent_phone_number,character varying,,5,,YES,
kyc_db,public,device_tag_request_ext,record_id_prefix,character varying,,6,,YES,
kyc_db,public,device_tag_request_ext,pk,bigint,64,7,,NO,
kyc_db,public,device_tag_request_ext,outlet_fk,bigint,64,8,,YES,
kyc_db,public,device_tag_request_ext,sent_to_cbs,boolean,,9,,YES,
kyc_db,public,device_tag_request_ext,agent_nin,character varying,,10,,YES,
kyc_db,public,device_tag_request_ext,cbs_request_id,character varying,,11,,YES,
kyc_db,public,device_tag_request_ext,coordinate_address,character varying,,12,,YES,
kyc_db,public,device_tag_request_ext,latitude,character varying,,13,,YES,
kyc_db,public,device_tag_request_ext,longitude,character varying,,14,,YES,
kyc_db,public,device_tag_request_ext,esa_code,character varying,,15,,YES,
kyc_db,public,device_tag_request_ext,esa_name,character varying,,16,,YES,
kyc_db,public,device_tag_request_ext,device_id,character varying,,17,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_bvn,character varying,,1,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_email,character varying,,2,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_firstname,character varying,,3,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_lastname,character varying,,4,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_phone_number,character varying,,5,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,record_id_prefix,character varying,,6,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,pk,bigint,64,7,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,outlet_fk,bigint,64,8,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,sent_to_cbs,boolean,,9,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,agent_nin,character varying,,10,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,cbs_request_id,character varying,,11,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,coordinate_address,character varying,,12,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,latitude,character varying,,13,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,longitude,character varying,,14,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,esa_code,character varying,,15,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,esa_name,character varying,,16,,YES,
kyc_db,public,device_tag_request_ext_bkup_100521,device_id,character varying,,17,,YES,
kyc_db,public,device_type,id,bigint,64,1,,NO,
kyc_db,public,device_type,code,character varying,,2,,YES,
kyc_db,public,device_type,description,character varying,,3,,YES,
kyc_db,public,device_type,device_type_enum,character varying,,4,,YES,
kyc_db,public,device_type,name,character varying,,5,,YES,
kyc_db,public,device_type,peripheral,boolean,,6,,YES,
kyc_db,public,dummy_csv_14072021,device_id,character varying,,1,,YES,
kyc_db,public,dummy_csv_14072021,test_password,character varying,,2,,YES,
kyc_db,public,dummy_csv_14072021,test_username,character varying,,3,,YES,
kyc_db,public,dummy_csv_14072021,prod_password,character varying,,4,,YES,
kyc_db,public,dummy_csv_14072021,prod_username,character varying,,5,,YES,
kyc_db,public,duplicate_node,id,numeric,19,1,,NO,
kyc_db,public,duplicate_node,installed_by,text,,2,,YES,
kyc_db,public,duplicate_node,intallation_timestamp,timestamp without time zone,,3,,YES,
kyc_db,public,duplicate_node,mac_address,text,,4,,YES,
kyc_db,public,duplicate_node,network_card_name,text,,5,,YES,
kyc_db,public,duplicate_node,tag_name,text,,6,,YES,
kyc_db,public,dynamic_data,id,numeric,19,1,,NO,
kyc_db,public,dynamic_data,da1,text,,2,,YES,
kyc_db,public,dynamic_data,da10,text,,3,,YES,
kyc_db,public,dynamic_data,da11,text,,4,,YES,
kyc_db,public,dynamic_data,da12,text,,5,,YES,
kyc_db,public,dynamic_data,da13,text,,6,,YES,
kyc_db,public,dynamic_data,da14,text,,7,,YES,
kyc_db,public,dynamic_data,da15,text,,8,,YES,
kyc_db,public,dynamic_data,da16,text,,9,,YES,
kyc_db,public,dynamic_data,da17,text,,10,,YES,
kyc_db,public,dynamic_data,da18,text,,11,,YES,
kyc_db,public,dynamic_data,da19,text,,12,,YES,
kyc_db,public,dynamic_data,da2,text,,13,,YES,
kyc_db,public,dynamic_data,da20,text,,14,,YES,
kyc_db,public,dynamic_data,da21,text,,15,,YES,
kyc_db,public,dynamic_data,da22,text,,16,,YES,
kyc_db,public,dynamic_data,da23,text,,17,,YES,
kyc_db,public,dynamic_data,da24,text,,18,,YES,
kyc_db,public,dynamic_data,da25,text,,19,,YES,
kyc_db,public,dynamic_data,da26,text,,20,,YES,
kyc_db,public,dynamic_data,da27,text,,21,,YES,
kyc_db,public,dynamic_data,da28,text,,22,,YES,
kyc_db,public,dynamic_data,da29,text,,23,,YES,
kyc_db,public,dynamic_data,da3,text,,24,,YES,
kyc_db,public,dynamic_data,da30,text,,25,,YES,
kyc_db,public,dynamic_data,da31,text,,26,,YES,
kyc_db,public,dynamic_data,da32,text,,27,,YES,
kyc_db,public,dynamic_data,da33,text,,28,,YES,
kyc_db,public,dynamic_data,da34,text,,29,,YES,
kyc_db,public,dynamic_data,da35,text,,30,,YES,
kyc_db,public,dynamic_data,da36,text,,31,,YES,
kyc_db,public,dynamic_data,da37,text,,32,,YES,
kyc_db,public,dynamic_data,da38,text,,33,,YES,
kyc_db,public,dynamic_data,da39,text,,34,,YES,
kyc_db,public,dynamic_data,da4,text,,35,,YES,
kyc_db,public,dynamic_data,da40,text,,36,,YES,
kyc_db,public,dynamic_data,da5,text,,37,,YES,
kyc_db,public,dynamic_data,da6,text,,38,,YES,
kyc_db,public,dynamic_data,da7,text,,39,,YES,
kyc_db,public,dynamic_data,da8,text,,40,,YES,
kyc_db,public,dynamic_data,da9,text,,41,,YES,
kyc_db,public,dynamic_data,dda1,text,,42,,YES,
kyc_db,public,dynamic_data,dda10,text,,43,,YES,
kyc_db,public,dynamic_data,dda11,text,,44,,YES,
kyc_db,public,dynamic_data,dda12,text,,45,,YES,
kyc_db,public,dynamic_data,dda13,text,,46,,YES,
kyc_db,public,dynamic_data,dda14,text,,47,,YES,
kyc_db,public,dynamic_data,dda15,text,,48,,YES,
kyc_db,public,dynamic_data,dda16,text,,49,,YES,
kyc_db,public,dynamic_data,dda17,text,,50,,YES,
kyc_db,public,dynamic_data,dda18,text,,51,,YES,
kyc_db,public,dynamic_data,dda19,text,,52,,YES,
kyc_db,public,dynamic_data,dda2,text,,53,,YES,
kyc_db,public,dynamic_data,dda20,text,,54,,YES,
kyc_db,public,dynamic_data,dda3,text,,55,,YES,
kyc_db,public,dynamic_data,dda4,text,,56,,YES,
kyc_db,public,dynamic_data,dda5,text,,57,,YES,
kyc_db,public,dynamic_data,dda6,text,,58,,YES,
kyc_db,public,dynamic_data,dda7,text,,59,,YES,
kyc_db,public,dynamic_data,dda8,text,,60,,YES,
kyc_db,public,dynamic_data,dda9,text,,61,,YES,
kyc_db,public,dynamic_data,basic_data_fk,numeric,19,62,,NO,
kyc_db,public,enrollment_notification_log,pk,bigint,64,1,,NO,
kyc_db,public,enrollment_notification_log,active,boolean,,2,,NO,
kyc_db,public,enrollment_notification_log,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,enrollment_notification_log,deleted,boolean,,4,,NO,
kyc_db,public,enrollment_notification_log,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,enrollment_notification_log,device_id,character varying,,6,,YES,
kyc_db,public,enrollment_notification_log,enroller_login_id,character varying,,7,,YES,
kyc_db,public,enrollment_notification_log,enroller_name,character varying,,8,,YES,
kyc_db,public,enrollment_notification_log,enrollment_subtype,character varying,,9,,YES,
kyc_db,public,enrollment_notification_log,enrollment_time,character varying,,10,,YES,
kyc_db,public,enrollment_notification_log,enrollment_types,character varying,,11,,YES,
kyc_db,public,enrollment_notification_log,esa_code,character varying,,12,,YES,
kyc_db,public,enrollment_notification_log,latitude,character varying,,13,,YES,
kyc_db,public,enrollment_notification_log,longitude,character varying,,14,,YES,
kyc_db,public,enrollment_notification_log,node_id,character varying,,15,,YES,
kyc_db,public,enrollment_notification_log,notification_mode,character varying,,16,,YES,
kyc_db,public,enrollment_notification_log,originating_center_code,character varying,,17,,YES,
kyc_db,public,enrollment_notification_log,originating_center_name,character varying,,18,,YES,
kyc_db,public,enrollment_notification_log,payment_references,character varying,,19,,YES,
kyc_db,public,enrollment_notification_log,pre_enrollment_check_done,boolean,,20,,YES,
kyc_db,public,enrollment_notification_log,reciept_timestamp,character varying,,21,,YES,
kyc_db,public,enrollment_notification_log,response_code,character varying,,22,,YES,
kyc_db,public,enrollment_notification_log,response_message,character varying,,23,,YES,
kyc_db,public,enrollment_notification_log,retry_count,integer,32,24,,YES,
kyc_db,public,enrollment_notification_log,send_status,character varying,,25,,YES,
kyc_db,public,enrollment_notification_log,tracking_id,character varying,,26,,YES,
kyc_db,public,enrollment_ref,id,bigint,64,1,,NO,
kyc_db,public,enrollment_ref,code,character varying,,2,,YES,
kyc_db,public,enrollment_ref,is_corporate,boolean,,3,,YES,
kyc_db,public,enrollment_ref,custom1,character varying,,4,,YES,
kyc_db,public,enrollment_ref,custom2,character varying,,5,,YES,
kyc_db,public,enrollment_ref,custom3,character varying,,6,,YES,
kyc_db,public,enrollment_ref,date_installed,timestamp without time zone,,7,,YES,
kyc_db,public,enrollment_ref,description,character varying,,8,,YES,
kyc_db,public,enrollment_ref,device_id,character varying,,9,,YES,
kyc_db,public,enrollment_ref,installed_by,character varying,,10,,YES,
kyc_db,public,enrollment_ref,mac_address,character varying,,11,,YES,
kyc_db,public,enrollment_ref,name,character varying,,12,,YES,
kyc_db,public,enrollment_ref,network_card_name,character varying,,13,,YES,
kyc_db,public,enrollment_ref_user_mapper,pk,bigint,64,1,,NO,
kyc_db,public,enrollment_ref_user_mapper,active,boolean,,2,,NO,
kyc_db,public,enrollment_ref_user_mapper,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,enrollment_ref_user_mapper,deleted,boolean,,4,,NO,
kyc_db,public,enrollment_ref_user_mapper,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,enrollment_ref_user_mapper,directly_mapped,boolean,,6,,NO,
kyc_db,public,enrollment_ref_user_mapper,last_logged_in,boolean,,7,,NO,
kyc_db,public,enrollment_ref_user_mapper,enrollment_ref_fk,bigint,64,8,,NO,
kyc_db,public,enrollment_ref_user_mapper,km_user_fk,bigint,64,9,,NO,
kyc_db,public,entity_type,pk,bigint,64,1,,NO,
kyc_db,public,entity_type,active,boolean,,2,,NO,
kyc_db,public,entity_type,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,entity_type,deleted,boolean,,4,,NO,
kyc_db,public,entity_type,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,entity_type,type,character varying,,6,,NO,
kyc_db,public,faq_information,pk,numeric,19,1,,NO,
kyc_db,public,faq_information,active,boolean,,2,,NO,
kyc_db,public,faq_information,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,faq_information,deleted,boolean,,4,,NO,
kyc_db,public,faq_information,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,faq_information,answer,text,,6,,NO,
kyc_db,public,faq_information,question,text,,7,,NO,
kyc_db,public,fault,id,numeric,19,1,,NO,
kyc_db,public,fault,description,text,,2,,NO,
kyc_db,public,fault,fault_status,text,,3,,NO,
kyc_db,public,fault,reciept_time_stamp,timestamp without time zone,,4,,NO,
kyc_db,public,fault,resolution_timestamp,timestamp without time zone,,5,,YES,
kyc_db,public,fault,resolved_by,numeric,19,6,,YES,
kyc_db,public,fault,ticket_number,text,,7,,YES,
kyc_db,public,fault,node_fk,numeric,19,8,,NO,
kyc_db,public,fep_activate_hist,pk,bigint,64,1,,NO,
kyc_db,public,fep_activate_hist,active,boolean,,2,,NO,
kyc_db,public,fep_activate_hist,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fep_activate_hist,deleted,boolean,,4,,NO,
kyc_db,public,fep_activate_hist,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fep_activate_hist,feedback_msg,character varying,,6,,NO,
kyc_db,public,fep_activate_hist,operation,character varying,,7,,NO,
kyc_db,public,fep_activate_hist,affectedfep_pk,bigint,64,8,,YES,
kyc_db,public,fep_activate_hist,performedby_pk,bigint,64,9,,YES,
kyc_db,public,fep_centers,fep_id,bigint,64,1,,NO,
kyc_db,public,fep_centers,center_id,bigint,64,2,,NO,
kyc_db,public,fep_device_mapping,pk,bigint,64,1,,NO,
kyc_db,public,fep_device_mapping,active,boolean,,2,,NO,
kyc_db,public,fep_device_mapping,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fep_device_mapping,deleted,boolean,,4,,NO,
kyc_db,public,fep_device_mapping,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fep_device_mapping,device_id,character varying,,6,,YES,
kyc_db,public,fep_device_mapping,front_end_partner_fk,bigint,64,7,,NO,
kyc_db,public,fep_licencing_history,pk,numeric,19,1,,NO,
kyc_db,public,fep_licencing_history,active,boolean,,2,,NO,
kyc_db,public,fep_licencing_history,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fep_licencing_history,deleted,boolean,,4,,NO,
kyc_db,public,fep_licencing_history,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fep_licencing_history,operation_performed,text,,6,,YES,
kyc_db,public,fep_licencing_history,available_licence,numeric,19,7,,YES,
kyc_db,public,fep_licencing_history,licence_unit,numeric,19,8,,YES,
kyc_db,public,fep_licencing_history,fep_id,numeric,19,9,,NO,
kyc_db,public,fep_licencing_history,performed_by,numeric,19,10,,NO,
kyc_db,public,field_edit_details,pk,bigint,64,1,,NO,
kyc_db,public,field_edit_details,active,boolean,,2,,NO,
kyc_db,public,field_edit_details,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,field_edit_details,deleted,boolean,,4,,NO,
kyc_db,public,field_edit_details,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,field_edit_details,field_name,character varying,,6,,NO,
kyc_db,public,field_edit_details,reasons,character varying,,7,,NO,
kyc_db,public,fm_license_approval_history,pk,numeric,19,1,,NO,
kyc_db,public,fm_license_approval_history,active,boolean,,2,,NO,
kyc_db,public,fm_license_approval_history,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fm_license_approval_history,deleted,boolean,,4,,NO,
kyc_db,public,fm_license_approval_history,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fm_license_approval_history,approval_date,timestamp without time zone,,6,,NO,
kyc_db,public,fm_license_approval_history,is_approved,boolean,,7,,NO,
kyc_db,public,fm_license_approval_history,approver_id,numeric,19,8,,NO,
kyc_db,public,fm_license_approval_history,comments,text,,9,,NO,
kyc_db,public,fm_license_approval_history,ip_address,text,,10,,YES,
kyc_db,public,fm_license_approval_history,kit_tag,text,,11,,YES,
kyc_db,public,fm_license_approval_history,mac_address,text,,12,,YES,
kyc_db,public,fm_license_approval_history,node_fk,numeric,19,13,,YES,
kyc_db,public,fm_license_quota,pk,numeric,19,1,,NO,
kyc_db,public,fm_license_quota,active,boolean,,2,,NO,
kyc_db,public,fm_license_quota,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fm_license_quota,deleted,boolean,,4,,NO,
kyc_db,public,fm_license_quota,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fm_license_quota,purchase_date,timestamp without time zone,,6,,YES,
kyc_db,public,fm_license_quota,purchased_licences,numeric,10,7,,YES,
kyc_db,public,fm_license_request,pk,numeric,19,1,,NO,
kyc_db,public,fm_license_request,active,boolean,,2,,NO,
kyc_db,public,fm_license_request,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,fm_license_request,deleted,boolean,,4,,NO,
kyc_db,public,fm_license_request,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,fm_license_request,agent_name,text,,6,,YES,
kyc_db,public,fm_license_request,approval_date,timestamp without time zone,,7,,YES,
kyc_db,public,fm_license_request,is_approved,boolean,,8,,YES,
kyc_db,public,fm_license_request,authorized_by_email_address,text,,9,,YES,
kyc_db,public,fm_license_request,comments,text,,10,,YES,
kyc_db,public,fm_license_request,email_address,text,,11,,NO,
kyc_db,public,fm_license_request,kit_tag,text,,12,,NO,
kyc_db,public,fm_license_request,license_hash,text,,13,,YES,
kyc_db,public,fm_license_request,license_request_type,text,,14,,YES,
kyc_db,public,fm_license_request,mac_address,text,,15,,YES,
kyc_db,public,fm_license_request,request_date,timestamp without time zone,,16,,NO,
kyc_db,public,fm_license_request,approved_by,numeric,19,17,,YES,
kyc_db,public,fm_license_request,enrollment_ref_fk,numeric,19,18,,YES,
kyc_db,public,fm_license_request,requested_by,numeric,19,19,,NO,
kyc_db,public,front_end_partner,pk,bigint,64,1,,NO,
kyc_db,public,front_end_partner,active,boolean,,2,,NO,
kyc_db,public,front_end_partner,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,front_end_partner,deleted,boolean,,4,,NO,
kyc_db,public,front_end_partner,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,front_end_partner,company_name,character varying,,6,,YES,
kyc_db,public,front_end_partner,email,character varying,,7,,YES,
kyc_db,public,front_end_partner,mobile_no,character varying,,8,,YES,
kyc_db,public,front_end_partner,vendor_id,bigint,64,9,,NO,
kyc_db,public,front_end_partner,cbs_acct_code,character varying,,10,,YES,
kyc_db,public,front_end_partner_licenses,pk,numeric,19,1,,NO,
kyc_db,public,front_end_partner_licenses,active,boolean,,2,,NO,
kyc_db,public,front_end_partner_licenses,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,front_end_partner_licenses,deleted,boolean,,4,,NO,
kyc_db,public,front_end_partner_licenses,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,front_end_partner_licenses,allocated_licenses,numeric,10,6,,YES,
kyc_db,public,front_end_partner_licenses,no_of_licenses,numeric,10,7,,YES,
kyc_db,public,front_end_partner_licenses,front_end_partner_id,numeric,19,8,,NO,
kyc_db,public,front_end_partner_user,pk,bigint,64,1,,NO,
kyc_db,public,front_end_partner_user,front_end_partner_id,bigint,64,2,,NO,
kyc_db,public,geo_fence_log,pk,numeric,19,1,,NO,
kyc_db,public,geo_fence_log,active,boolean,,2,,NO,
kyc_db,public,geo_fence_log,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,geo_fence_log,deleted,boolean,,4,,NO,
kyc_db,public,geo_fence_log,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,geo_fence_log,coordinate_address,text,,6,,YES,
kyc_db,public,geo_fence_log,latitude,double precision,53,7,,YES,
kyc_db,public,geo_fence_log,longitude,double precision,53,8,,YES,
kyc_db,public,geo_fence_log,heart_beat_status_fk,numeric,19,9,,NO,
kyc_db,public,geo_fence_log,heart_beat_status_ext_fk,numeric,19,10,,YES,
kyc_db,public,heart_beat,id,numeric,19,1,,NO,
kyc_db,public,heart_beat,agent_email,text,,2,,YES,
kyc_db,public,heart_beat,agent_mobile,text,,3,,YES,
kyc_db,public,heart_beat,agent_name,text,,4,,YES,
kyc_db,public,heart_beat,app_version,text,,5,,YES,
kyc_db,public,heart_beat,available_storage,text,,6,,YES,
kyc_db,public,heart_beat,camera_status,text,,7,,YES,
kyc_db,public,heart_beat,client_timestamp,timestamp without time zone,,8,,YES,
kyc_db,public,heart_beat,client_time_status,text,,9,,YES,
kyc_db,public,heart_beat,client_uptime,numeric,19,10,,YES,
